Age,Income,Credit_History,Loan_Amount,Existing_Debt,Employment_Status,Credit_Score
21,30852,0,32091,8132,1,0.0
56,40183,0,10635,7003,1,0.0
25,37617,1,38532,1691,0,0.0
42,18722,0,27690,2704,0,0.0
30,32631,2,22036,19819,1,0.0
49,41622,1,49562,8402,0,0.0
55,17883,1,15321,1777,1,0.0
55,29708,1,34152,14843,0,0.0
45,27197,2,25348,3147,0,0.0
47,31134,0,25995,8057,0,0.0
20,43550,1,29762,18883,0,0.0
45,24642,1,5145,17070,1,0.0
20,30439,1,10101,19217,0,0.0
62,42243,2,9247,9965,0,0.0
51,34583,2,14578,2245,0,0.0
33,38349,2,9188,1185,1,1.0
39,24002,0,36774,2464,1,0.0
49,29523,0,48547,8575,0,0.0
55,15007,2,7696,14535,0,0.0
25,30435,0,46008,14057,0,0.0
25,35093,2,24713,1521,0,0.0
23,21294,0,49549,17363,1,0.0
31,48405,0,48548,15402,1,0.0
49,20908,2,35875,3610,0,0.0
52,22699,1,30350,5700,0,0.0
27,44633,1,9641,11462,1,0.0
20,11376,0,10559,7573,0,0.0
29,24255,0,39028,18337,0,0.0
48,23647,0,16631,9676,1,0.0
46,48176,0,40816,17267,0,0.0
22,18163,0,7023,16507,1,0.0
42,49051,0,30656,525,0,0.0
58,44744,2,25654,18470,0,0.0
48,16443,1,26717,15558,1,0.0
38,23324,1,39842,10347,1,0.0
37,31143,2,37550,6099,1,0.0
56,14920,2,40080,9568,1,0.0
39,27375,1,8474,4406,1,0.0
21,47996,1,19171,4135,1,1.0
30,21748,0,8260,4876,0,0.0
62,38535,1,10618,18377,0,0.0
59,25715,0,39118,4525,1,0.0
37,16450,0,14285,14327,0,0.0
30,35010,1,43816,12127,0,0.0
34,10020,0,13141,10992,1,0.0
53,24717,0,33352,13538,0,0.0
50,19664,2,49056,9643,1,0.0
18,11099,1,28707,16587,1,0.0
32,33225,2,27161,11018,1,0.0
30,12637,0,6854,4213,1,0.0
34,29797,0,23650,10044,1,0.0
41,20807,2,21944,11657,1,0.0
25,27738,2,12546,6365,1,0.0
44,16402,2,12207,10635,1,0.0
62,14521,0,34268,7459,0,0.0
40,18382,1,11486,2192,1,0.0
63,47121,0,36222,19093,0,0.0
25,25065,2,34121,19212,1,0.0
25,29934,1,23767,9150,0,0.0
43,24425,2,43915,4074,1,0.0
64,23111,0,15017,10250,1,0.0
30,25510,1,20094,68,0,0.0
56,47851,1,36236,14015,0,0.0
54,18816,0,12664,1637,1,0.0
45,22317,2,34921,5663,1,0.0
42,12175,2,34845,8393,0,0.0
33,21341,2,19573,8457,1,0.0
19,35654,0,6683,6251,0,0.0
35,31608,2,14390,3125,1,1.0
34,27579,1,38777,238,1,0.0
47,40194,2,36777,8017,0,0.0
56,44837,2,47667,290,1,0.0
30,13358,1,34111,6464,1,0.0
49,28822,1,34980,1808,1,0.0
46,47012,2,40380,10281,0,0.0
63,29727,1,28808,17338,1,0.0
47,44579,0,12226,1930,0,0.0
35,41018,1,27447,6989,0,0.0
30,26555,0,42109,12272,0,0.0
60,15906,1,22926,8998,0,0.0
38,14063,0,22621,14517,1,0.0
47,18644,0,16167,7779,0,0.0
38,18142,2,10709,10098,0,0.0
34,41644,1,18240,15080,1,0.0
57,43521,1,40031,2676,1,0.0
36,21564,1,37146,15783,0,0.0
32,49619,0,12998,19955,0,0.0
26,15104,2,45508,12863,1,0.0
27,37299,1,15812,3759,1,1.0
61,23421,2,36101,14789,1,0.0
48,33211,2,19228,9810,0,0.0
40,21202,0,29747,13214,0,0.0
47,13685,1,34790,5121,0,0.0
50,34661,2,6882,13553,1,0.0
26,28366,1,43955,9000,0,0.0
64,47712,1,23659,15419,0,0.0
18,34276,1,28258,941,1,1.0
61,25410,2,28886,1338,0,0.0
52,19678,0,46560,1321,1,0.0
28,34575,0,36343,18038,1,0.0
51,23888,2,23407,13204,1,0.0
33,26727,1,8950,3068,1,0.0
26,13081,1,8889,6593,0,0.0
49,33021,0,35410,8586,0,0.0
32,19449,2,33968,791,1,0.0
29,25657,2,23976,14423,0,0.0
50,45059,0,28016,10136,0,0.0
62,11532,2,14211,15747,1,0.0
31,47130,2,27742,743,0,0.0
25,26015,0,28553,6524,1,0.0
25,47756,0,34332,13866,0,0.0
44,16344,2,18089,6574,0,0.0
29,19106,2,9436,16315,1,0.0
18,44206,0,22087,12564,1,0.0
60,19652,0,30428,193,1,0.0
57,34550,1,13497,7894,0,0.0
59,16389,2,33154,4274,0,0.0
28,32361,2,31509,14332,0,0.0
56,45847,0,45404,3582,1,0.0
60,49063,0,49747,15418,0,0.0
48,23703,1,46833,15705,1,0.0
34,28642,1,39349,12844,1,0.0
50,46509,0,8957,8129,1,0.0
49,23881,2,42358,11682,0,0.0
46,25414,1,19913,11007,1,0.0
38,24329,0,14797,3903,0,0.0
38,32831,0,12531,12115,1,0.0
57,17588,0,18825,18169,1,0.0
40,10903,2,11911,12364,0,0.0
23,45572,0,37316,7962,1,0.0
39,27610,0,10731,12025,0,0.0
55,44052,2,22279,16907,1,0.0
54,43457,0,49223,3296,0,0.0
62,31527,0,29416,7711,1,0.0
25,47550,1,33000,5685,1,0.0
58,39011,0,17045,6647,1,0.0
52,47275,2,41299,7794,0,0.0
28,44764,1,15666,5590,1,1.0
41,42004,0,23245,398,1,0.0
38,34064,2,37566,18535,0,0.0
19,38702,0,32339,5430,0,0.0
57,30165,1,9852,3880,0,0.0
36,18631,2,21414,126,0,0.0
56,31852,1,19281,18471,1,0.0
45,14507,2,33031,18154,1,0.0
34,10527,2,21626,7025,1,0.0
23,38981,0,28302,15280,1,0.0
36,45764,2,35112,12245,1,0.0
55,46235,2,10511,5925,0,0.0
45,43471,0,43276,19702,1,0.0
19,10662,2,9668,14647,0,0.0
55,34940,2,11087,2081,1,1.0
54,16256,2,12015,2057,1,0.0
21,38432,2,36419,5287,0,0.0
39,18367,0,44430,5903,0,0.0
43,48065,0,36314,5335,1,0.0
60,35511,1,16614,2989,1,1.0
53,18573,2,9003,7575,1,0.0
30,25582,0,31235,14063,0,0.0
49,15378,2,38366,5721,1,0.0
34,23500,0,37837,15377,0,0.0
58,10305,1,13139,16723,0,0.0
53,31881,2,14585,2728,0,0.0
63,14697,1,8659,17975,0,0.0
36,17222,1,31225,3161,0,0.0
52,17933,1,10634,9500,0,0.0
63,27849,0,44590,8175,0,0.0
57,34236,2,8682,4629,1,1.0
45,43170,0,40451,14768,0,0.0
18,22901,0,9562,6901,0,0.0
59,16940,2,9652,10890,1,0.0
35,29054,2,26315,11315,1,0.0
57,14544,2,14502,15426,0,0.0
50,35318,2,9713,2297,1,1.0
29,16074,0,10413,15239,1,0.0
25,49618,2,26984,14750,0,0.0
41,43518,2,25487,13513,1,0.0
33,35444,2,7075,5318,0,0.0
21,30446,1,38550,16396,1,0.0
55,38543,2,25190,15480,0,0.0
61,34789,2,37263,19817,1,0.0
44,11617,0,47293,4633,0,0.0
26,45298,1,16909,2051,0,0.0
64,13333,0,34212,3876,0,0.0
33,32152,1,19962,5908,0,0.0
29,34091,0,20853,6427,1,0.0
48,10511,0,39822,13009,0,0.0
41,47850,2,19375,15351,1,0.0
31,26636,2,49361,1823,1,0.0
62,30517,1,7109,19814,0,0.0
42,41786,1,6320,2740,0,0.0
51,18820,1,20987,1788,1,0.0
20,46244,2,42185,18336,1,0.0
41,19178,0,8699,15641,0,0.0
59,11725,1,33209,10896,0,0.0
26,28477,2,44330,12915,0,0.0
43,44469,2,27547,19804,0,0.0
37,18496,0,27939,19411,1,0.0
57,22270,0,19202,3101,0,0.0
27,20472,2,34220,5873,0,0.0
36,30724,0,26762,3588,1,0.0
20,40416,0,13796,14709,0,0.0
41,45575,2,6722,11709,1,0.0
22,25654,1,48364,1417,0,0.0
20,21078,1,16674,11881,0,0.0
44,38030,2,7812,2772,0,0.0
33,17572,1,47541,2249,1,0.0
32,27408,2,7278,16079,0,0.0
52,29359,2,40118,18009,1,0.0
29,18698,0,8623,2749,0,0.0
58,14856,1,11530,18989,0,0.0
61,37527,2,20987,1847,0,0.0
43,49492,1,5924,14153,1,0.0
64,19245,1,24546,8770,0,0.0
51,38946,1,42297,1136,0,0.0
40,47355,2,17270,11602,0,0.0
48,47690,0,23953,3133,1,0.0
37,47814,1,40583,10466,1,0.0
29,41645,2,28356,10413,0,0.0
40,29278,1,9578,13307,1,0.0
21,17203,0,9462,1157,1,0.0
40,31658,1,5888,7452,0,0.0
18,25797,2,27332,12050,1,0.0
42,42806,1,24862,7275,1,1.0
19,40958,1,24973,14478,1,0.0
47,16265,1,6723,4372,1,0.0
20,16598,0,28410,5611,0,0.0
38,45183,1,13602,17970,1,0.0
42,27142,2,23614,18707,0,0.0
37,36998,1,49154,233,0,0.0
39,35890,1,23444,7916,0,0.0
38,38878,1,7613,31,0,0.0
50,24306,0,47772,8951,1,0.0
55,21885,2,28082,3203,1,0.0
32,17443,1,20980,5894,0,0.0
63,41839,2,49866,1794,1,0.0
32,27084,2,5677,13080,1,0.0
63,33911,0,16102,761,0,0.0
42,14383,2,45498,15574,0,0.0
38,36777,1,48211,281,0,0.0
41,44361,0,8004,4071,1,0.0
22,24758,0,13986,12095,0,0.0
23,39521,2,38496,14337,0,0.0
60,30529,0,31269,9007,1,0.0
61,33091,2,19173,17854,0,0.0
64,49794,2,26118,3287,1,1.0
40,41381,0,37958,14014,1,0.0
21,45380,1,19089,16894,0,0.0
44,40932,2,47956,14085,0,0.0
35,11908,0,48067,7961,0,0.0
38,49722,0,25250,13532,0,0.0
45,40358,2,31065,11897,1,0.0
52,40412,2,18690,6784,0,0.0
39,28174,2,18740,14196,0,0.0
57,25496,2,48069,16642,1,0.0
40,12928,1,43807,6588,0,0.0
20,40632,1,44213,9416,0,0.0
57,42309,1,46597,18049,1,0.0
27,19280,1,9045,1865,0,0.0
42,31635,0,10624,15952,1,0.0
25,36957,2,25542,765,0,0.0
28,46895,0,48779,3449,0,0.0
22,14963,0,25495,19089,1,0.0
62,37521,1,44602,5765,1,0.0
54,42615,0,14033,15461,0,0.0
62,31695,1,26604,15336,0,0.0
55,19357,2,25442,4974,1,0.0
46,35176,1,8247,16579,0,0.0
22,28409,2,45748,1383,0,0.0
26,10987,1,30474,15458,0,0.0
19,11965,0,10586,2435,0,0.0
18,41318,0,12940,1450,0,0.0
57,36015,1,23606,7924,0,0.0
47,39191,2,47217,16054,1,0.0
28,10868,2,45747,5628,0,0.0
45,47146,1,39282,16825,0,0.0
61,39032,0,7883,14788,0,0.0
29,38305,2,41594,2367,0,0.0
56,32640,1,35495,4865,1,0.0
43,28318,2,17567,9074,0,0.0
30,23246,0,9339,7159,0,0.0
25,43844,2,38442,16834,0,0.0
45,42602,1,27673,5198,1,1.0
47,31584,2,20426,7286,0,0.0
26,25169,2,21486,19734,0,0.0
56,35968,0,15549,2829,1,0.0
48,16385,0,8993,2613,1,0.0
38,18222,0,17219,1915,1,0.0
64,35444,0,8708,7212,1,0.0
51,48248,1,33788,9440,1,0.0
48,15362,2,6495,16911,0,0.0
42,43718,2,34434,4819,0,0.0
29,18250,2,41160,7879,0,0.0
18,12818,2,49466,10334,1,0.0
39,46368,1,12537,8556,1,1.0
57,25053,0,40553,17592,0,0.0
54,37426,2,27203,4120,1,1.0
64,49023,2,10588,10557,1,0.0
18,34892,0,33308,6476,1,0.0
18,39361,0,42570,2961,0,0.0
59,26007,2,20211,12849,1,0.0
59,24241,0,42659,10339,0,0.0
38,33902,2,8525,18801,0,0.0
32,34506,2,24901,1616,1,1.0
34,27562,2,9777,8911,0,0.0
39,30239,2,9189,6825,1,1.0
55,23065,2,28317,18230,1,0.0
52,48805,2,36501,17755,0,0.0
62,43295,0,23297,17850,1,0.0
33,28443,1,15649,16372,0,0.0
25,19290,1,28719,8882,1,0.0
64,10211,2,6150,87,0,0.0
34,28098,0,19301,16308,0,0.0
34,29072,2,33434,18896,1,0.0
43,29650,0,41905,12040,0,0.0
30,25115,2,25520,17629,0,0.0
34,15149,2,6510,15874,0,0.0
55,27716,1,33546,9333,1,0.0
34,42188,0,18982,977,0,0.0
31,23621,0,8915,6722,1,0.0
62,16820,1,19734,15670,1,0.0
23,40399,1,27709,13217,0,0.0
52,24002,1,24636,9002,1,0.0
63,38750,1,37684,3492,1,0.0
31,36074,0,15957,12504,0,0.0
64,27310,0,41706,4925,1,0.0
25,27006,1,38841,17517,1,0.0
32,19671,2,39960,15218,1,0.0
44,37894,2,45975,4865,0,0.0
30,36193,2,36828,14184,1,0.0
48,20222,2,45151,8760,0,0.0
52,33786,0,33129,19384,0,0.0
23,41509,0,42939,9513,0,0.0
22,10386,0,13298,7666,0,0.0
39,11634,2,11480,10936,1,0.0
40,14133,1,32544,12817,0,0.0
42,48349,2,7857,7365,1,1.0
51,44735,0,9349,6632,1,0.0
43,31952,2,6428,1767,0,0.0
64,34816,1,44491,2074,0,0.0
22,31529,1,28163,17525,1,0.0
43,15767,2,32677,1077,0,0.0
37,28383,0,35904,4832,0,0.0
23,14901,0,20718,8670,0,0.0
23,24633,0,19809,18069,1,0.0
35,29163,2,18272,15166,1,0.0
21,20707,0,16828,19875,1,0.0
34,32576,2,49431,1371,1,0.0
31,28061,0,12856,5459,0,0.0
31,21548,1,16223,3423,1,0.0
30,25115,1,44413,9888,1,0.0
24,19843,0,40689,1398,1,0.0
61,46945,2,13166,12172,1,0.0
32,49979,0,17637,13614,1,0.0
36,13841,2,5878,5361,0,0.0
60,16416,1,15704,1401,1,0.0
64,20633,2,13502,1412,0,0.0
61,47653,0,20266,3230,1,0.0
52,10594,1,39089,7521,1,0.0
34,24393,2,49356,5849,0,0.0
52,45380,2,25759,10694,1,0.0
36,32743,1,20046,6056,0,0.0
37,41971,0,30270,17648,1,0.0
53,14861,1,15806,16179,0,0.0
52,47534,0,46230,2259,1,0.0
49,46126,0,42988,16746,0,0.0
61,24846,2,40892,6276,1,0.0
57,36177,0,34512,15962,0,0.0
41,43682,0,45954,9575,1,0.0
34,28228,1,10099,7831,1,0.0
24,44763,1,35311,17050,0,0.0
60,34009,0,13552,2812,0,0.0
18,10094,2,16627,2475,0,0.0
52,25100,1,30309,3100,0,0.0
49,42917,2,6350,14930,1,0.0
53,27430,1,17276,19785,0,0.0
30,45571,1,16739,5015,0,0.0
23,34974,0,26302,18935,1,0.0
31,41129,1,43498,12091,0,0.0
54,30860,1,17384,18535,0,0.0
32,17276,2,38094,14238,0,0.0
64,10551,1,7120,387,1,0.0
21,18486,1,5993,13192,0,0.0
57,27527,2,26759,19545,1,0.0
33,19745,0,23150,2380,1,0.0
45,22997,0,30756,4335,1,0.0
33,28330,1,40549,15065,1,0.0
21,48585,1,44787,1280,1,0.0
62,34829,2,40673,743,1,0.0
43,18070,0,13290,7356,0,0.0
45,11320,0,21627,13128,0,0.0
49,33507,0,12938,19870,0,0.0
62,48921,2,43262,8023,1,0.0
19,16589,2,7709,13566,0,0.0
48,37459,2,32629,17452,1,0.0
20,25589,1,49186,12885,1,0.0
25,46375,0,29085,13304,0,0.0
41,43168,1,45563,12488,0,0.0
32,36732,1,35832,8534,0,0.0
60,41511,2,28472,11475,0,0.0
48,32426,0,25762,17014,0,0.0
26,40982,1,14507,297,1,1.0
56,26746,0,14578,8148,1,0.0
62,38514,1,11711,8889,1,1.0
19,13851,2,20979,5316,0,0.0
25,29796,1,20049,17889,1,0.0
24,20498,2,29997,10952,0,0.0
61,42852,0,45830,13217,1,0.0
56,44592,1,20833,19209,0,0.0
59,25930,1,25185,8570,1,0.0
33,31159,2,26746,8897,1,1.0
52,39536,2,26857,18798,1,0.0
47,34252,0,14603,5656,1,0.0
27,34003,2,16441,12193,0,0.0
55,45139,0,9570,9286,1,0.0
35,49836,1,37316,5147,1,0.0
22,32205,0,23467,11656,1,0.0
46,40523,0,17845,4444,1,0.0
56,17464,0,49638,13429,1,0.0
51,27110,1,47310,7547,0,0.0
60,17121,1,31943,9423,1,0.0
62,19840,2,9833,17830,1,0.0
40,47080,0,44569,2402,1,0.0
22,19461,1,8340,5642,0,0.0
47,30927,0,48532,18210,1,0.0
23,34398,0,17312,7918,0,0.0
63,43086,0,41612,16134,1,0.0
61,25329,1,5639,17476,0,0.0
21,25791,0,49188,18104,0,0.0
46,24372,0,20211,17266,0,0.0
40,37354,2,18496,123,0,0.0
23,31537,0,33845,19874,0,0.0
49,44370,2,45919,5797,0,0.0
59,35405,0,35089,602,1,0.0
35,33703,2,46145,15309,1,0.0
32,25234,1,43168,8496,0,0.0
57,17532,1,34672,3228,0,0.0
49,45416,0,20945,9443,1,0.0
26,16903,2,22702,6508,0,0.0
54,28242,1,13719,11909,1,0.0
27,23788,0,41027,18697,0,0.0
37,45249,0,41251,11475,1,0.0
23,44588,2,24403,3289,0,0.0
20,39513,2,31809,6996,0,0.0
59,29542,0,47527,4844,1,0.0
28,42294,2,30150,18582,1,0.0
60,13684,2,15226,8877,0,0.0
34,33795,1,42172,4235,1,0.0
49,13651,2,47172,19596,0,0.0
21,20431,0,43705,3206,0,0.0
21,20131,2,39202,11147,0,0.0
34,34091,0,13729,15164,0,0.0
58,34845,0,28938,17025,1,0.0
36,34491,2,42721,4839,0,0.0
22,14830,2,14766,6169,0,0.0
49,38640,2,13384,7655,1,1.0
39,17334,1,30762,14770,1,0.0
23,19304,1,33724,13892,0,0.0
52,27032,2,30050,61,0,0.0
39,35755,0,25653,17607,0,0.0
18,10016,2,18507,492,0,0.0
37,18308,1,12378,17523,1,0.0
39,39654,1,47773,6794,0,0.0
28,49244,2,40205,17639,1,0.0
30,15942,0,16571,2495,0,0.0
59,12693,0,42320,19669,1,0.0
20,25562,1,35190,18639,1,0.0
26,16259,1,28580,9193,0,0.0
29,14942,1,41522,1125,1,0.0
40,46556,0,11265,11736,1,0.0
31,10371,1,49489,1146,1,0.0
50,37383,1,11741,17170,1,0.0
35,33404,0,6837,14802,0,0.0
58,17120,1,22409,16642,1,0.0
26,15702,1,22042,14221,0,0.0
40,18347,2,22061,3849,1,0.0
27,45429,1,33986,13999,0,0.0
36,49419,2,25205,4616,0,0.0
64,35040,1,40143,715,1,0.0
22,47646,1,11859,1643,0,0.0
64,47083,2,39356,123,1,0.0
40,32542,1,25965,18157,0,0.0
47,18308,2,17854,2177,1,0.0
42,49242,1,38013,17887,1,0.0
45,44142,2,36654,14043,0,0.0
51,40690,2,46848,15109,0,0.0
62,17393,1,48171,5661,1,0.0
64,14403,1,28054,2124,1,0.0
42,13546,2,13192,3254,1,0.0
27,46745,0,7184,2413,1,0.0
31,38893,1,41019,6089,0,0.0
59,19388,1,21281,5833,0,0.0
63,46660,0,10863,15748,0,0.0
47,33708,0,14702,16540,0,0.0
58,34726,2,41539,9315,1,0.0
42,24008,1,18536,5753,1,0.0
31,46017,2,47088,17301,0,0.0
52,10111,1,21077,14138,1,0.0
51,27545,0,30273,6253,1,0.0
27,12379,2,36052,1702,0,0.0
52,40237,1,7419,1665,0,0.0
28,31810,1,18518,12425,0,0.0
28,27809,0,12396,5807,0,0.0
38,18469,0,24012,18495,0,0.0
38,37967,1,45077,6983,0,0.0
39,19748,0,16981,11216,0,0.0
62,33424,0,38453,12227,1,0.0
24,30976,2,7756,2397,1,1.0
34,33914,1,10023,5454,1,1.0
19,40067,2,31418,17939,0,0.0
29,22942,0,26219,16185,0,0.0
59,29491,1,23356,11101,0,0.0
35,14533,0,22094,16265,1,0.0
28,33583,0,42853,4502,0,0.0
33,47049,1,10646,343,1,1.0
35,37821,0,48927,12939,0,0.0
52,40261,2,16991,1544,1,1.0
43,47536,1,23978,15950,1,0.0
33,39945,0,22476,3996,0,0.0
23,27384,0,40723,16019,0,0.0
61,38410,0,29787,4382,1,0.0
60,22198,1,31157,8046,1,0.0
64,39354,2,49791,4986,0,0.0
64,17169,0,14635,12949,0,0.0
59,41909,0,19932,19807,0,0.0
29,13830,0,41911,9220,0,0.0
30,31404,1,45412,235,1,0.0
21,37757,0,40765,7993,0,0.0
56,45650,0,42976,14836,1,0.0
19,43766,0,14946,5224,0,0.0
43,25942,1,24363,17614,1,0.0
44,42419,2,19387,238,0,0.0
44,26668,1,8605,51,1,0.0
32,26246,2,46405,9572,0,0.0
25,34996,2,14152,1056,0,0.0
24,13065,1,37898,8498,0,0.0
64,20467,0,40415,12298,0,0.0
63,31007,2,35343,13950,1,0.0
57,12543,0,44441,18993,0,0.0
29,38702,2,36848,12485,0,0.0
30,38833,0,48394,3600,0,0.0
60,20033,0,8729,18349,0,0.0
34,44169,1,42199,13355,1,0.0
34,26829,0,36455,13496,0,0.0
53,14522,2,34812,6532,1,0.0
38,30151,0,6024,12838,0,0.0
25,45319,0,31228,3578,0,0.0
22,36543,0,44807,5561,1,0.0
43,47584,2,21921,2543,0,0.0
33,40473,2,37179,16888,0,0.0
53,17699,2,42359,9494,0,0.0
45,12629,0,37037,6307,0,0.0
46,20156,1,38275,3614,0,0.0
64,27441,2,41692,13139,1,0.0
29,40716,0,13872,5142,0,0.0
54,16834,2,30335,4806,0,0.0
47,28179,1,25607,16890,0,0.0
40,36219,0,39961,11833,1,0.0
33,47617,2,29466,7611,1,1.0
31,25782,2,20762,11206,1,0.0
27,25827,1,23930,1707,0,0.0
24,19431,2,9655,8493,0,0.0
62,46918,0,10019,18828,0,0.0
54,19496,0,41342,8509,0,0.0
46,33331,1,44314,19339,0,0.0
20,49238,1,24664,19311,1,0.0
32,33563,1,21924,17241,0,0.0
53,13712,0,27546,15407,1,0.0
64,38531,1,19830,2720,1,1.0
63,42664,2,17642,3022,1,1.0
36,22420,2,28086,8868,0,0.0
30,15315,0,42947,15749,0,0.0
59,15381,2,35462,16762,1,0.0
38,19497,1,44140,11892,1,0.0
54,39040,2,49329,12721,1,0.0
44,42375,1,37076,4851,1,0.0
46,23494,2,49782,2989,1,0.0
37,41752,0,48339,3830,0,0.0
42,35357,1,46358,5403,1,0.0
23,26950,2,27203,6850,1,0.0
53,25752,0,49366,1939,0,0.0
19,47390,2,32856,7715,1,0.0
39,14132,0,14486,8427,1,0.0
49,38276,2,37158,9975,1,0.0
33,49763,1,19681,4195,1,1.0
35,30551,1,16701,2786,0,0.0
22,36975,1,20372,14454,0,0.0
53,12670,1,31611,1377,1,0.0
47,19364,1,10523,2755,1,0.0
62,36296,2,25233,18467,1,0.0
36,34680,2,29955,4409,1,1.0
40,28066,2,8763,12287,0,0.0
51,38892,2,47621,15899,0,0.0
30,20041,1,24442,12838,0,0.0
60,19054,0,30882,6570,1,0.0
46,21637,1,7465,4612,0,0.0
53,20757,2,9451,16099,1,0.0
39,37484,1,21061,4104,1,1.0
64,22329,1,5015,19933,0,0.0
53,43538,1,9410,10522,1,0.0
26,37115,0,23964,15804,0,0.0
56,36038,1,10135,7657,0,0.0
36,46622,1,12948,5478,1,1.0
55,45886,0,9789,19025,0,0.0
23,19901,1,46028,5025,1,0.0
64,27374,1,13602,7764,1,0.0
32,42806,1,12232,2112,0,0.0
37,27659,1,48819,3500,0,0.0
26,33453,1,9835,5987,0,0.0
49,40498,2,31066,7624,0,0.0
21,14857,1,33381,9201,0,0.0
35,26312,0,41111,18013,1,0.0
22,11436,1,15769,11311,1,0.0
37,37569,2,21656,14947,0,0.0
40,34949,0,5819,9041,0,0.0
28,17693,0,40383,6260,0,0.0
54,47019,1,18148,11059,1,0.0
39,19305,2,11069,11427,1,0.0
21,42646,1,10640,478,1,1.0
46,37302,2,41752,1310,0,0.0
61,20590,2,26274,12823,1,0.0
51,13123,1,12701,18527,0,0.0
30,14158,2,24365,413,0,0.0
59,18700,1,8039,3936,0,0.0
26,20531,2,36915,17778,1,0.0
59,37738,0,48642,19007,1,0.0
48,19879,1,49897,18674,0,0.0
24,15543,2,46215,17022,0,0.0
21,28581,0,7487,11636,0,0.0
36,46679,0,39126,14374,1,0.0
59,23582,0,32058,16736,1,0.0
47,40276,0,33108,11340,0,0.0
48,48003,1,13499,15317,0,0.0
52,14799,2,11131,11780,0,0.0
38,35091,0,40934,16523,0,0.0
48,38234,2,29984,8443,1,1.0
36,34605,2,5825,8860,1,1.0
48,46534,2,6191,19310,1,0.0
49,41668,1,48094,7242,0,0.0
19,14111,1,19707,1052,1,0.0
27,34686,0,44553,15400,1,0.0
19,17015,2,33769,19947,1,0.0
19,16856,1,11813,1343,0,0.0
41,26490,1,31350,16953,1,0.0
34,45194,1,27025,16262,1,0.0
49,24497,0,33992,3916,0,0.0
33,33194,1,21917,9192,0,0.0
33,15316,2,48827,2923,0,0.0
63,48130,1,27894,10428,0,0.0
56,14693,1,38975,4545,1,0.0
48,39954,0,29992,14429,0,0.0
60,31652,2,48736,3925,1,0.0
41,24178,1,6237,19636,0,0.0
18,24751,2,9943,3392,0,0.0
28,10425,2,31519,19001,1,0.0
38,13044,1,31756,4355,0,0.0
21,21480,0,48060,18397,0,0.0
24,48997,2,26220,18311,1,0.0
43,11239,1,33694,5332,1,0.0
64,16566,2,33250,4547,0,0.0
29,29775,2,18942,6915,0,0.0
48,46981,2,38227,15849,0,0.0
34,13006,1,46609,11865,1,0.0
50,17025,2,17769,9743,1,0.0
28,29423,2,21503,1682,0,0.0
45,49326,0,15447,16768,1,0.0
49,35174,1,13509,13729,1,0.0
18,36663,1,27865,3036,0,0.0
64,43952,2,21134,10458,0,0.0
45,37326,0,21201,4652,0,0.0
59,41139,2,46353,4445,0,0.0
24,18102,2,23936,16773,1,0.0
19,17116,1,18258,15139,0,0.0
59,22937,0,26762,19302,0,0.0
41,40161,2,8228,18497,1,0.0
21,14383,1,8410,1142,1,0.0
61,30320,2,5408,17129,1,0.0
36,14507,2,10773,1730,1,0.0
43,24735,0,41765,4123,1,0.0
28,39713,0,45075,3230,1,0.0
57,26519,0,14179,11408,1,0.0
60,12025,2,10617,18898,0,0.0
28,29919,0,7701,18153,0,0.0
62,47622,1,8907,8299,1,1.0
20,48135,2,18841,13178,0,0.0
29,45658,0,30330,18870,1,0.0
20,29141,2,18407,8968,0,0.0
59,39696,2,37199,7992,1,0.0
44,13773,1,31286,10125,1,0.0
19,34956,1,24859,8629,1,1.0
33,25819,1,11816,9226,1,0.0
19,11528,2,21548,17220,1,0.0
47,30955,2,31831,4702,1,0.0
37,15049,1,22368,641,0,0.0
55,43616,2,24045,3174,0,0.0
45,30511,1,38385,18192,0,0.0
42,20119,1,17105,3875,0,0.0
49,20357,0,29644,8834,0,0.0
27,26167,1,10639,8894,0,0.0
59,32253,0,35330,2848,1,0.0
57,44889,1,16616,16077,1,0.0
50,39798,2,25580,3612,0,0.0
30,14681,0,37768,7062,1,0.0
58,24755,2,31974,9914,0,0.0
59,10472,2,35550,2554,0,0.0
64,42881,1,29761,1462,1,1.0
54,23690,1,15701,6811,1,0.0
33,35912,2,25822,11974,0,0.0
62,16473,1,19970,510,1,0.0
39,28669,1,26192,2156,1,0.0
37,43964,1,40847,2919,0,0.0
60,26462,2,28103,6632,0,0.0
44,30943,0,33857,8924,0,0.0
58,48785,0,48646,11142,0,0.0
33,45420,2,22311,12152,1,0.0
51,20832,1,26443,1237,0,0.0
49,15385,1,21944,17864,1,0.0
43,40362,0,38957,10657,1,0.0
42,24708,2,19974,18394,0,0.0
19,33438,2,40136,6897,1,0.0
29,27211,1,31314,5629,0,0.0
57,24571,1,34852,19119,1,0.0
26,31307,1,9953,10951,1,0.0
29,21002,2,29282,15768,1,0.0
43,46153,0,16237,577,0,0.0
26,32440,2,42148,13369,1,0.0
27,11965,2,33448,11688,0,0.0
49,42556,2,36771,17202,1,0.0
51,12427,0,7588,7188,0,0.0
37,45609,1,19815,14135,1,0.0
56,35189,1,11356,1889,1,1.0
19,35138,2,25069,558,1,1.0
18,16563,2,46889,19317,0,0.0
53,24387,0,19695,13994,1,0.0
41,15840,0,25783,14443,0,0.0
44,25154,1,6403,5949,1,0.0
